sample_id,case_id,record_id,source_row_number,field_name,field_class,declared_type,extracted_null_status,historical_evaluator_verdict,stratum_population,stratum_sample,selection_probability,master_seed
EXT-03-0f172c90a692,3,6fe138293b57ff0be2a6c1b4,105,ci_upper,potentially_synthesis_critical,numeric,nonnull,CORRECT,1642,10,0.0060901339829476245,20260919
EXT-03-e40bce090ea2,3,f830824d37cce5f0d75dd84e,217,sample_size,potentially_synthesis_critical,numeric,nonnull,CORRECT,1642,10,0.0060901339829476245,20260919
EXT-03-511cc5a928b5,3,48b04b838a2d675ec8b7df8e,473,ci_lower,potentially_synthesis_critical,numeric,nonnull,CORRECT,1642,10,0.0060901339829476245,20260919
EXT-03-25e3cd14cd7a,3,3d3c45221578fe697e8ec4cd,73,ci_upper,potentially_synthesis_critical,numeric,nonnull,CORRECT,1642,10,0.0060901339829476245,20260919
EXT-03-8b849356bf19,3,b5074f8847598134ac0b8b8b,649,sample_size,potentially_synthesis_critical,numeric,nonnull,INCORRECT,19,10,0.5263157894736842,20260919
EXT-03-84df453b42e7,3,f1a2c1d9a9e01c5e718b0448,445,sample_size,potentially_synthesis_critical,numeric,nonnull,INCORRECT,19,10,0.5263157894736842,20260919
EXT-03-08d0eef7d91a,3,de561f41a3ea5eb00ed4727e,578,sample_size,potentially_synthesis_critical,numeric,nonnull,INCORRECT,19,10,0.5263157894736842,20260919
EXT-03-7d049dc728c7,3,673de73792d0a0772e769b36,201,hazard_ratio,potentially_synthesis_critical,numeric,nonnull,INCORRECT,19,10,0.5263157894736842,20260919
EXT-03-38bdeb52138a,3,c861585c8217d226c2aff47c,116,sample_size,potentially_synthesis_critical,numeric,nonnull,INCORRECT,19,10,0.5263157894736842,20260919
EXT-03-a23a6f363e03,3,980a3d68e10fcd83fc606e83,447,sample_size,potentially_synthesis_critical,numeric,nonnull,INCORRECT,19,10,0.5263157894736842,20260919
EXT-03-75a97af99a58,3,26a5798eb510bfd71a908676,840,sample_size,potentially_synthesis_critical,numeric,nonnull,INCORRECT,19,10,0.5263157894736842,20260919
EXT-03-e3cf9ae32f71,3,f4930d9c2f2dc9760a047fb2,795,sample_size,potentially_synthesis_critical,numeric,nonnull,INCORRECT,19,10,0.5263157894736842,20260919
EXT-03-1a7c766a7b93,3,77bdfe56f2f98929bdc61368,719,sample_size,potentially_synthesis_critical,numeric,nonnull,INCORRECT,19,10,0.5263157894736842,20260919
EXT-03-9212eda1b6ab,3,a644c38bded778bb46c6bd2f,821,sample_size,potentially_synthesis_critical,numeric,nonnull,INCORRECT,19,10,0.5263157894736842,20260919
EXT-03-a966c137afcc,3,2b75d61b789cd5f74a317851,782,hazard_ratio,potentially_synthesis_critical,numeric,nonnull,UNVERIFIABLE,1,1,1.0,20260919
EXT-03-f8eead658f33,3,39f5bcf7a039ce0b489d549c,405,sample_size,potentially_synthesis_critical,numeric,null,CORRECT,15,10,0.6666666666666666,20260919
EXT-03-e76d263258dd,3,d2e3249bfda217dd587c43d6,157,hazard_ratio,potentially_synthesis_critical,numeric,null,CORRECT,15,10,0.6666666666666666,20260919
EXT-03-01a9cb7284c9,3,dc2c39d6da425846e5491cde,838,sample_size,potentially_synthesis_critical,numeric,null,CORRECT,15,10,0.6666666666666666,20260919
EXT-03-6123a5b6bcd3,3,6289e3c3f4405a6ecca2a43d,185,ci_upper,potentially_synthesis_critical,numeric,null,CORRECT,15,10,0.6666666666666666,20260919
EXT-03-74aaf5f1d00a,3,ea9b764c0e2700bc696c8362,397,sample_size,potentially_synthesis_critical,numeric,null,CORRECT,15,10,0.6666666666666666,20260919
EXT-03-e13cc41a071a,3,dc2c39d6da425846e5491cde,838,hazard_ratio,potentially_synthesis_critical,numeric,null,CORRECT,15,10,0.6666666666666666,20260919
EXT-03-597bf1705cf5,3,599d58b5bb2ebcd076962a2a,425,sample_size,potentially_synthesis_critical,numeric,null,CORRECT,15,10,0.6666666666666666,20260919
EXT-03-7da72ad6c81a,3,5ed63bf9b6d7aef837311dbe,715,sample_size,potentially_synthesis_critical,numeric,null,CORRECT,15,10,0.6666666666666666,20260919
EXT-03-4556112b615b,3,6289e3c3f4405a6ecca2a43d,185,ci_lower,potentially_synthesis_critical,numeric,null,CORRECT,15,10,0.6666666666666666,20260919
EXT-03-6b8e3861b427,3,c9768ebefba0ca50851e28be,149,sample_size,potentially_synthesis_critical,numeric,null,CORRECT,15,10,0.6666666666666666,20260919
EXT-03-585c38c94fba,3,14a666b7a8ffc79eb38e62af,667,hazard_ratio,potentially_synthesis_critical,numeric,null,INCORRECT,11,10,0.9090909090909091,20260919
EXT-03-bf815637434a,3,e3cca4f75abf8f78492795e9,56,ci_lower,potentially_synthesis_critical,numeric,null,INCORRECT,11,10,0.9090909090909091,20260919
EXT-03-773cb77b1166,3,c58d50ea2caa38c8dc5ab33f,418,ci_upper,potentially_synthesis_critical,numeric,null,INCORRECT,11,10,0.9090909090909091,20260919
EXT-03-2a07e4c0cb0d,3,c58d50ea2caa38c8dc5ab33f,418,ci_lower,potentially_synthesis_critical,numeric,null,INCORRECT,11,10,0.9090909090909091,20260919
EXT-03-dd56ceba3d24,3,edc0ba87710e26b275e9a87b,164,hazard_ratio,potentially_synthesis_critical,numeric,null,INCORRECT,11,10,0.9090909090909091,20260919
EXT-03-f909fd591fef,3,0701fa0162f2c87ec5556535,575,hazard_ratio,potentially_synthesis_critical,numeric,null,INCORRECT,11,10,0.9090909090909091,20260919
EXT-03-2c8ee064afaa,3,c58d50ea2caa38c8dc5ab33f,418,hazard_ratio,potentially_synthesis_critical,numeric,null,INCORRECT,11,10,0.9090909090909091,20260919
EXT-03-4e9149df7a56,3,e3cca4f75abf8f78492795e9,56,hazard_ratio,potentially_synthesis_critical,numeric,null,INCORRECT,11,10,0.9090909090909091,20260919
EXT-03-416674a813bf,3,438738637abd4479ebdcb729,266,hazard_ratio,potentially_synthesis_critical,numeric,null,INCORRECT,11,10,0.9090909090909091,20260919
EXT-03-c1e9749d1431,3,e3cca4f75abf8f78492795e9,56,ci_upper,potentially_synthesis_critical,numeric,null,INCORRECT,11,10,0.9090909090909091,20260919
EXT-03-d93cbeb3ad18,3,b0efc5b2d463100f8cfe21d3,404,hazard_ratio,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,1676,10,0.0059665871121718375,20260919
EXT-03-831283b1c0a7,3,62e8591ab890a84760543ca3,733,ci_lower,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,1676,10,0.0059665871121718375,20260919
EXT-03-e70a84d94a3f,3,2602f7618bcd69e48944e319,513,ci_lower,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,1676,10,0.0059665871121718375,20260919
EXT-03-3dcee191cd01,3,a8972cc53e2aa305b880d445,478,hazard_ratio,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,1676,10,0.0059665871121718375,20260919
EXT-03-e97ec928b95f,3,fd4c2acb343748cce38254b4,516,ci_lower,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,1676,10,0.0059665871121718375,20260919
EXT-03-61eb807e2b25,3,20b10a2ec78d16a5345fd235,128,ci_upper,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,1676,10,0.0059665871121718375,20260919
EXT-03-b0b70693df08,3,aa9d8b9c85f0ac122d51a7f8,553,ci_upper,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,1676,10,0.0059665871121718375,20260919
EXT-03-c19c7dbae355,3,2258f2c2fb83caba77a8424e,533,ci_lower,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,1676,10,0.0059665871121718375,20260919
EXT-03-5e0cca8325eb,3,3ffd9d28e4712f04ec4db159,327,ci_upper,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,1676,10,0.0059665871121718375,20260919
EXT-03-399aec1c34c1,3,a32f0077fa5eaad79cfa64a2,140,ci_lower,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,1676,10,0.0059665871121718375,20260919
EXT-04-968d1449ac53,4,f48df0651ce5eb94e4aedd0b,1564,study_design,categorical,categorical,nonnull,CORRECT,8291,10,0.0012061271257990593,20260919
EXT-04-d8984dac21b3,4,fee0e63f8247bdcae9175d13,341,imaging_modality,categorical,categorical,nonnull,CORRECT,8291,10,0.0012061271257990593,20260919
EXT-04-44cd7bd81a75,4,64aa2fb0370b133b94cc054a,1621,imaging_modality,categorical,categorical,nonnull,CORRECT,8291,10,0.0012061271257990593,20260919
EXT-04-757a1d2dc53d,4,6b746d031a49051aaf177b9c,1392,imaging_modality,categorical,categorical,nonnull,CORRECT,8291,10,0.0012061271257990593,20260919
EXT-04-46e3ad3d3b31,4,0f02f82be4259334c77e7863,1195,ai_model_type,categorical,categorical,nonnull,CORRECT,8291,10,0.0012061271257990593,20260919
EXT-04-ecfa3f13175d,4,1873522538630df7433004a0,1351,study_design,categorical,categorical,nonnull,CORRECT,8291,10,0.0012061271257990593,20260919
EXT-04-d552020099cf,4,d3acc4e9003bbd55df8c8728,991,ai_model_type,categorical,categorical,nonnull,CORRECT,8291,10,0.0012061271257990593,20260919
EXT-04-2b623c7c9fd3,4,218acdc38f334c5e921d4ca8,1312,study_design,categorical,categorical,nonnull,CORRECT,8291,10,0.0012061271257990593,20260919
EXT-04-310eeddfd082,4,b67051318f7b9fd22b29998c,1284,ai_model_type,categorical,categorical,nonnull,CORRECT,8291,10,0.0012061271257990593,20260919
EXT-04-79863f65efee,4,a815924d6754b1de80677490,477,task,categorical,categorical,nonnull,CORRECT,8291,10,0.0012061271257990593,20260919
EXT-04-dd082f4506ba,4,1b04a948356dd289a892211d,1465,study_design,categorical,categorical,nonnull,INCORRECT,58,10,0.1724137931034483,20260919
EXT-04-82b011e15661,4,8d8f67af94022e820c91b2ba,1501,study_design,categorical,categorical,nonnull,INCORRECT,58,10,0.1724137931034483,20260919
EXT-04-d5dcf9052ad5,4,187e95e61484a6abcfd8a397,1135,imaging_modality,categorical,categorical,nonnull,INCORRECT,58,10,0.1724137931034483,20260919
EXT-04-d065628e8133,4,d67fec022dec4f12f7b3610d,2415,task,categorical,categorical,nonnull,INCORRECT,58,10,0.1724137931034483,20260919
EXT-04-6829e4672995,4,07860cf175d7b3e23d2bd627,2162,ai_model_type,categorical,categorical,nonnull,INCORRECT,58,10,0.1724137931034483,20260919
EXT-04-dddfc69ee433,4,6e8f42c54a08c8f6fe934877,1103,task,categorical,categorical,nonnull,INCORRECT,58,10,0.1724137931034483,20260919
EXT-04-e0e81e756ba5,4,f4f146c7b2639001405b3342,138,study_design,categorical,categorical,nonnull,INCORRECT,58,10,0.1724137931034483,20260919
EXT-04-49a224d22bc8,4,1401345a56470c6c6b5e7887,322,study_design,categorical,categorical,nonnull,INCORRECT,58,10,0.1724137931034483,20260919
EXT-04-c6a09326b430,4,e9c8053fdd1c14d3471f6bf0,2214,imaging_modality,categorical,categorical,nonnull,INCORRECT,58,10,0.1724137931034483,20260919
EXT-04-ae3c12e26242,4,0d70e24a2062dabaa58576f2,1088,study_design,categorical,categorical,nonnull,INCORRECT,58,10,0.1724137931034483,20260919
EXT-04-5b4020448f47,4,35b318a67c9a541d9f6f1e8b,609,study_design,categorical,categorical,nonnull,UNVERIFIABLE,119,10,0.08403361344537816,20260919
EXT-04-b6f20dfd08c6,4,f9193d1dba6409007874b276,1046,study_design,categorical,categorical,nonnull,UNVERIFIABLE,119,10,0.08403361344537816,20260919
EXT-04-b1f231600eb7,4,7252e3362402c509e8587bdf,1688,study_design,categorical,categorical,nonnull,UNVERIFIABLE,119,10,0.08403361344537816,20260919
EXT-04-998a3ac8cef0,4,e9c6677be22fc55dbfbb11b4,176,study_design,categorical,categorical,nonnull,UNVERIFIABLE,119,10,0.08403361344537816,20260919
EXT-04-3d418d77d008,4,a274d57098626f1fabd5321f,1701,study_design,categorical,categorical,nonnull,UNVERIFIABLE,119,10,0.08403361344537816,20260919
EXT-04-570a7a60b4e3,4,8795d30660377189e05864a6,556,study_design,categorical,categorical,nonnull,UNVERIFIABLE,119,10,0.08403361344537816,20260919
EXT-04-08fb77f68ac9,4,baadb968dc5ee0d41b0d7a8e,676,study_design,categorical,categorical,nonnull,UNVERIFIABLE,119,10,0.08403361344537816,20260919
EXT-04-f9c32ee363c5,4,8fab3c824c9a91b45ae82eee,1376,study_design,categorical,categorical,nonnull,UNVERIFIABLE,119,10,0.08403361344537816,20260919
EXT-04-931bd5afdc4b,4,e1123847e27f0a4c89bde4d1,1963,study_design,categorical,categorical,nonnull,UNVERIFIABLE,119,10,0.08403361344537816,20260919
EXT-04-6e6ef8276fba,4,c1cf584164988c5b60cddece,1613,study_design,categorical,categorical,nonnull,UNVERIFIABLE,119,10,0.08403361344537816,20260919
EXT-04-4d532c5adda0,4,d99903cdae5ae9e30ea925eb,1036,ai_model_type,categorical,categorical,null,CORRECT,9,9,1.0,20260919
EXT-04-39f3d9934a7c,4,1672c5e92aa07d509ecd24e7,1713,imaging_modality,categorical,categorical,null,CORRECT,9,9,1.0,20260919
EXT-04-323adbfdb612,4,941949dac9b16875e164bf09,1901,imaging_modality,categorical,categorical,null,CORRECT,9,9,1.0,20260919
EXT-04-b4f9ff10b33a,4,45d36c23f6f9cc9e682a79db,521,imaging_modality,categorical,categorical,null,CORRECT,9,9,1.0,20260919
EXT-04-e57014208fe7,4,3cebff19fea2252e4983ba78,2129,imaging_modality,categorical,categorical,null,CORRECT,9,9,1.0,20260919
EXT-04-1d99bd1fcab1,4,f2f881819790ee3d7e322654,647,imaging_modality,categorical,categorical,null,CORRECT,9,9,1.0,20260919
EXT-04-a22d04483be3,4,98461a3d42461404d2ccd247,182,imaging_modality,categorical,categorical,null,CORRECT,9,9,1.0,20260919
EXT-04-f3f150bd4d8e,4,c9dcb4a5f433d72ccb54f3ab,1601,imaging_modality,categorical,categorical,null,CORRECT,9,9,1.0,20260919
EXT-04-c53e63fb243c,4,d99903cdae5ae9e30ea925eb,1036,imaging_modality,categorical,categorical,null,CORRECT,9,9,1.0,20260919
EXT-04-c35977eedc13,4,1e79c86153f03acbc967dc1b,399,study_design,categorical,categorical,null,UNVERIFIABLE,1299,10,0.007698229407236336,20260919
EXT-04-d43c2d3b09bf,4,0dac5549ffe50c7456366c87,1836,study_design,categorical,categorical,null,UNVERIFIABLE,1299,10,0.007698229407236336,20260919
EXT-04-6330234820c4,4,5a0e30871eccf72d49d22b6e,1321,study_design,categorical,categorical,null,UNVERIFIABLE,1299,10,0.007698229407236336,20260919
EXT-04-09d0594e9d04,4,ecc017b1cb0842701ead0d3a,1174,study_design,categorical,categorical,null,UNVERIFIABLE,1299,10,0.007698229407236336,20260919
EXT-04-e950b319e821,4,4693c1a64433485539d10a8d,1401,study_design,categorical,categorical,null,UNVERIFIABLE,1299,10,0.007698229407236336,20260919
EXT-04-e1d709cff760,4,74e16ed6bf840258daeef295,2146,study_design,categorical,categorical,null,UNVERIFIABLE,1299,10,0.007698229407236336,20260919
EXT-04-74e692ba4583,4,80b5e5388d918680a8413753,897,study_design,categorical,categorical,null,UNVERIFIABLE,1299,10,0.007698229407236336,20260919
EXT-04-4df228fe6eb3,4,a66b38dc1a4a159327588f8a,1230,study_design,categorical,categorical,null,UNVERIFIABLE,1299,10,0.007698229407236336,20260919
EXT-04-0ff71d3bf7e0,4,2ae799f3ca5cc49a3dc9e739,655,study_design,categorical,categorical,null,UNVERIFIABLE,1299,10,0.007698229407236336,20260919
EXT-04-8017700eb531,4,a466294b8442a7bbaa9c23f4,86,study_design,categorical,categorical,null,UNVERIFIABLE,1299,10,0.007698229407236336,20260919
EXT-04-acb6dae24a6c,4,42ff83d774476b4e4fe821e8,1313,sensitivity,potentially_synthesis_critical,numeric,nonnull,CORRECT,4436,10,0.002254283137962128,20260919
EXT-04-5dddceedd63e,4,5a866ef1403fde42499c1e76,1048,sample_size,potentially_synthesis_critical,numeric,nonnull,CORRECT,4436,10,0.002254283137962128,20260919
EXT-04-c67fe025ad71,4,8612805e2f6742a67fe0d4b7,2332,sample_size,potentially_synthesis_critical,numeric,nonnull,CORRECT,4436,10,0.002254283137962128,20260919
EXT-04-a125df42d0e1,4,3c7f87fdbb3454d56da96cf0,2049,sample_size,potentially_synthesis_critical,numeric,nonnull,CORRECT,4436,10,0.002254283137962128,20260919
EXT-04-fee9c5e667fd,4,685d2923b1f8125a8219a55f,2238,sample_size,potentially_synthesis_critical,numeric,nonnull,CORRECT,4436,10,0.002254283137962128,20260919
EXT-04-81c2b05ac8cd,4,4049f6ad81d50e9793afb929,1252,specificity,potentially_synthesis_critical,numeric,nonnull,CORRECT,4436,10,0.002254283137962128,20260919
EXT-04-75c7b4e5ad53,4,506cc28e79ddc5d82dd9192e,1602,auc,potentially_synthesis_critical,numeric,nonnull,CORRECT,4436,10,0.002254283137962128,20260919
EXT-04-75796a55df74,4,98188db5f17c0149cad45e55,28,auc,potentially_synthesis_critical,numeric,nonnull,CORRECT,4436,10,0.002254283137962128,20260919
EXT-04-1f2eca02cfc9,4,f21f0f6ec35bc8679064e293,1769,sample_size,potentially_synthesis_critical,numeric,nonnull,CORRECT,4436,10,0.002254283137962128,20260919
EXT-04-ecd2a398a99c,4,35b318a67c9a541d9f6f1e8b,609,specificity,potentially_synthesis_critical,numeric,nonnull,CORRECT,4436,10,0.002254283137962128,20260919
EXT-04-756b98f937cd,4,737f0e25416dd0a911c7daed,1216,auc,potentially_synthesis_critical,numeric,nonnull,INCORRECT,252,10,0.03968253968253968,20260919
EXT-04-e1ab37341e56,4,1d1cf82eddcff14cd38e959c,2048,auc,potentially_synthesis_critical,numeric,nonnull,INCORRECT,252,10,0.03968253968253968,20260919
EXT-04-4aefca325252,4,e1f2c1eb3e4f70bcf335dfa4,1592,auc,potentially_synthesis_critical,numeric,nonnull,INCORRECT,252,10,0.03968253968253968,20260919
EXT-04-4c9771372cda,4,83bc33c586cddc29ff5da5c6,271,auc,potentially_synthesis_critical,numeric,nonnull,INCORRECT,252,10,0.03968253968253968,20260919
EXT-04-afea95721746,4,559e1c7706a19a4aab2cf88d,1571,sample_size,potentially_synthesis_critical,numeric,nonnull,INCORRECT,252,10,0.03968253968253968,20260919
EXT-04-b9613c15090e,4,3138d0ccd1eb85bee9299bfe,1220,auc,potentially_synthesis_critical,numeric,nonnull,INCORRECT,252,10,0.03968253968253968,20260919
EXT-04-47f20670b2ed,4,ee80724961a25f817d81d937,1863,sensitivity,potentially_synthesis_critical,numeric,nonnull,INCORRECT,252,10,0.03968253968253968,20260919
EXT-04-d92f9e6e7bb5,4,5213f25157231e3797395267,1411,specificity,potentially_synthesis_critical,numeric,nonnull,INCORRECT,252,10,0.03968253968253968,20260919
EXT-04-23e86adcc371,4,53fb0ff92d3210330bcf5b15,1741,auc,potentially_synthesis_critical,numeric,nonnull,INCORRECT,252,10,0.03968253968253968,20260919
EXT-04-2c76d2e8b830,4,35b318a67c9a541d9f6f1e8b,609,auc,potentially_synthesis_critical,numeric,nonnull,INCORRECT,252,10,0.03968253968253968,20260919
EXT-04-474db75c2055,4,b5f0c61606c07959d57e1a6c,2310,sensitivity,potentially_synthesis_critical,numeric,nonnull,UNVERIFIABLE,26,10,0.38461538461538464,20260919
EXT-04-b2165454f1b6,4,0a8505baa9bb67a59b9e00cd,465,auc,potentially_synthesis_critical,numeric,nonnull,UNVERIFIABLE,26,10,0.38461538461538464,20260919
EXT-04-152ad96fc064,4,ea3c127a6762ac9943509e36,299,auc,potentially_synthesis_critical,numeric,nonnull,UNVERIFIABLE,26,10,0.38461538461538464,20260919
EXT-04-797362e3c264,4,50ffd2862e3caa30ee1db3d3,520,auc,potentially_synthesis_critical,numeric,nonnull,UNVERIFIABLE,26,10,0.38461538461538464,20260919
EXT-04-5000e6324ba0,4,638b07b39b67bd90ff79a675,2062,sensitivity,potentially_synthesis_critical,numeric,nonnull,UNVERIFIABLE,26,10,0.38461538461538464,20260919
EXT-04-b6fb0a4f1e3a,4,04d13d6343dcef7ba5706a25,1027,auc,potentially_synthesis_critical,numeric,nonnull,UNVERIFIABLE,26,10,0.38461538461538464,20260919
EXT-04-22d29227c921,4,afdcb90d5e8bbd420d3edaf4,344,sensitivity,potentially_synthesis_critical,numeric,nonnull,UNVERIFIABLE,26,10,0.38461538461538464,20260919
EXT-04-f6e7413bc09c,4,10f625d31c3a83e8e1d602ac,42,auc,potentially_synthesis_critical,numeric,nonnull,UNVERIFIABLE,26,10,0.38461538461538464,20260919
EXT-04-e5695d5ff84b,4,563897cf1e4ae31baf26b2d5,1238,auc,potentially_synthesis_critical,numeric,nonnull,UNVERIFIABLE,26,10,0.38461538461538464,20260919
EXT-04-b6ad8c86d58f,4,87f36397b0a5983b78231d88,1973,specificity,potentially_synthesis_critical,numeric,nonnull,UNVERIFIABLE,26,10,0.38461538461538464,20260919
EXT-04-2e049737f5f5,4,92562490b9a2bf270c1469b0,487,specificity,potentially_synthesis_critical,numeric,null,CORRECT,6,6,1.0,20260919
EXT-04-21b88f92cd4c,4,6ce00c6679bc422f5231de21,2037,auc,potentially_synthesis_critical,numeric,null,CORRECT,6,6,1.0,20260919
EXT-04-8aefa4c7146a,4,872ddf241ee5c51751558c31,1487,auc,potentially_synthesis_critical,numeric,null,CORRECT,6,6,1.0,20260919
EXT-04-9b9d5e6abd7f,4,6ce00c6679bc422f5231de21,2037,specificity,potentially_synthesis_critical,numeric,null,CORRECT,6,6,1.0,20260919
EXT-04-a7e85f15d5de,4,eb8b08456bab583449359622,400,specificity,potentially_synthesis_critical,numeric,null,CORRECT,6,6,1.0,20260919
EXT-04-5bd55c2db886,4,872ddf241ee5c51751558c31,1487,specificity,potentially_synthesis_critical,numeric,null,CORRECT,6,6,1.0,20260919
EXT-04-ce324f7330ec,4,8e8bcdc1ae71224095873c31,696,auc,potentially_synthesis_critical,numeric,null,INCORRECT,2,2,1.0,20260919
EXT-04-17e9e1a0cd19,4,5a7fbef0d3d589595c4a5ca9,2425,specificity,potentially_synthesis_critical,numeric,null,INCORRECT,2,2,1.0,20260919
EXT-04-5e75890e4f22,4,4a01e5bde0523cbea5c8e0c7,1849,sample_size,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,5054,10,0.0019786307874950534,20260919
EXT-04-ed1021029710,4,37ef163c92ed09eb37bd68d5,1173,sensitivity,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,5054,10,0.0019786307874950534,20260919
EXT-04-dc6c2ce84cd8,4,af0802ccbe64015fcd9f9090,697,sample_size,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,5054,10,0.0019786307874950534,20260919
EXT-04-a53a27c3a390,4,dbd2ac2dbdecf5b92e65a3a6,79,sensitivity,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,5054,10,0.0019786307874950534,20260919
EXT-04-b481b5181859,4,74cb305e53be373b292fc0cf,2398,sensitivity,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,5054,10,0.0019786307874950534,20260919
EXT-04-0927c242c615,4,7be11c2c0cabca4c9d3cd78a,861,sample_size,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,5054,10,0.0019786307874950534,20260919
EXT-04-5b5c095d9f12,4,2245f02b7c064a070b502fa1,2034,sensitivity,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,5054,10,0.0019786307874950534,20260919
EXT-04-062eceedaa23,4,353dbc1b2ce90775ee01d507,1548,specificity,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,5054,10,0.0019786307874950534,20260919
EXT-04-a77ff62fc493,4,911530fe3b35ec3503b219a7,39,sensitivity,potentially_synthesis_critical,numeric,null,UNVERIFIABLE,5054,10,0.0019786307874950534,20260919
